Whisky,Meta Critic,STDEV,#,Cost,Class,Super Cluster,Cluster,Country,Type
Benromach Sassicaia,8.32,0.31,9,$$$$,SingleMalt-like,I,I,Scotland,Malt
Bowmore Gold Reef,8.31,0.35,11,$$,SingleMalt-like,I,I,Scotland,Malt
Penderyn Peated,8.29,0.63,9,$$$$,SingleMalt-like,I,I,Wales,Malt
Jura Superstition,8.28,0.45,26,$$$,SingleMalt-like,I,I,Scotland,Malt
Springbank CV,8.28,0.41,10,$$$,SingleMalt-like,I,I,Scotland,Malt
Penderyn Celt,8.27,0.77,7,$$$,SingleMalt-like,I,I,Wales,Malt
BenRiach Birnie Moss,8.24,0.35,11,$$$,SingleMalt-like,I,I,Scotland,Malt
Spirit of Hven Seven Stars No. 1 Dubhe,8.23,0.42,3,$$$$$,SingleMalt-like,I,I,Sweden,Malt
Bowmore Small Batch,8.21,0.53,14,$$$,SingleMalt-like,I,I,Scotland,Malt
Glenrothes Peated Cask Reserve,8.21,0.66,4,$$$,SingleMalt-like,I,I,Scotland,Malt
Connemara Peated Single Malt,8.18,0.29,20,$$$,SingleMalt-like,I,I,Ireland,Malt
St George's Chapter 9 (peated),8.17,0.52,5,$$$,SingleMalt-like,I,I,England,Malt
Bruichladdich 8yo Laddie Eight,8.16,0.67,4,$$$$,SingleMalt-like,I,I,Scotland,Malt
Highland Park Einar,8.14,0.58,10,$$$,SingleMalt-like,I,I,Scotland,Malt
Old Ballantruan Peated (Toumintoul),8.1,0.6,10,$$$$,SingleMalt-like,I,I,Scotland,Malt
Arran Malt Machrie Moor Peated (all editions),8.07,0.57,17,$$$$,SingleMalt-like,I,I,Scotland,Malt
Jura 10yo Origin,7.96,0.35,21,$$$,SingleMalt-like,I,I,Scotland,Malt
Glenfiddich 12yo Caoran Reserve,7.84,0.49,8,$$$$$,SingleMalt-like,I,I,Scotland,Malt
Bowmore Legend,7.63,0.62,11,$$,SingleMalt-like,I,I,Scotland,Malt
Longrow 10yo Tokaji Finish,7.41,1.07,6,$$$$$,SingleMalt-like,I,I,Scotland,Malt
Brora 35yo,9.43,0.3,13,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Brora 30yo,9.39,0.27,20,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Ardbeg 23yo Twenty Something,9.29,0.17,8,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Ardbeg Uigeadail,9.19,0.38,30,$$$$,SingleMalt-like,J,J,Scotland,Malt
Ardbeg 21yo,9.16,0.25,15,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 10 (Third Edition),9.16,0.23,4,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig 21yo,9.13,0.38,13,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Ardbeg 19yo Traigh Bhan,9.1,0.22,10,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 7.3,9.1,0.47,14,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Lagavulin 16yo,9.1,0.35,34,$$$$,SingleMalt-like,J,J,Scotland,Malt
Kavalan Solist Peaty Cask,9.09,0.13,7,$$$$$+,SingleMalt-like,J,J,Taiwan,Malt
Laphroaig Cairdeas 2015,9.09,0.23,13,$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 6.2,9.08,0.18,12,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 8.3,9.08,0.19,13,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Lagavulin 12yo Cask Strength,9.08,0.18,29,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Amrut Peated Cask Strength,9.07,0.29,18,$$$$,SingleMalt-like,J,J,India,Malt
Ardbeg Supernova 2014,9.07,0.32,15,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 9.3,9.07,0.26,12,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Ardbeg Corryvreckan,9.06,0.33,28,$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 10.2,9.05,0.2,4,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Amrut Portpipe Peated Single Cask #4668 (2017),9.04,0.23,3,$$$$,SingleMalt-like,J,J,India,Malt
Ardbeg Alligator,9.04,0.18,18,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
"Smogen 8yo (4,8-10/2011)",9.04,0.31,3,$$$$$,SingleMalt-like,J,J,Sweden,Malt
Ardbeg 22yo Twenty Something,9.03,0.16,4,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Lagavulin Distiller's Edition (All Vintages),9.03,0.27,25,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Ardbeg Ardbog,9.02,0.4,25,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Ardbeg Supernova 2015,9.02,0.32,8,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 8.2,9.02,0.22,8,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box No Name,9.02,0.3,17,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Kilchoman 2008 Vintage,9.02,0.17,7,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig 18yo,9.01,0.26,25,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Longrow 18yo,9.01,0.3,18,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 7.1,9,0.28,17,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box No Name (all editions),9,0.3,17,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 10 (Second Edition),8.99,0.26,12,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box Peat Monster 2014 - 10th Anniversary,8.99,0.29,12,$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig Cairdeas 2019 Triple Wood Cask Strength,8.99,0.18,9,$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 8.4,8.98,0.09,4,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Ichiro's Malt Chichibu The Peated,8.98,0.35,12,$$$$$+,SingleMalt-like,J,J,Japan,Malt
Laphroaig Cairdeas 2014 Amontillado,8.97,0.2,14,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig Quarter Cask,8.97,0.28,30,$$$$,SingleMalt-like,J,J,Scotland,Malt
Smogen Single Cask (all editions),8.97,0.11,5,$$$$$,SingleMalt-like,J,J,Sweden,Malt
Smogen Single Cask 4yo 7/2011,8.97,0.21,4,$$$$$,SingleMalt-like,J,J,Sweden,Malt
Ardbeg 17yo,8.96,0.34,8,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Kilchoman 2009 Vintage,8.96,0.11,4,$$$$,SingleMalt-like,J,J,Scotland,Malt
Kilchoman Original Cask Strength,8.96,0.39,9,$$$$,SingleMalt-like,J,J,Scotland,Malt
Amrut Portpipe Peated Single Cask #2712 (2013),8.95,0.1,3,$$$$,SingleMalt-like,J,J,India,Malt
AnCnoc Cutter,8.95,0.46,10,$$$$,SingleMalt-like,J,J,Scotland,Malt
Kilchoman 2007 Vintage,8.95,0.3,9,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig 10yo Cask Strength (all batches),8.94,0.58,30,$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 10,8.93,0.35,6,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Compass Box Peat Monster 2008 Reserve Edition,8.93,0.19,3,$$$,SingleMalt-like,J,J,Scotland,Malt
High Coast (Box) The Festival 2014,8.92,0.1,3,$$$$$,SingleMalt-like,J,J,Sweden,Malt
Ardbeg Dark Cove,8.91,0.28,24,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Amrut 100 Peated,8.89,0.34,7,$$$$,SingleMalt-like,J,J,India,Malt
Bruichladdich Octomore 11.3,8.89,0.32,7,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 7.2,8.89,0.44,14,$$$$$,SingleMalt-like,J,J,Scotland,Malt
AnCnoc Rutter,8.88,0.33,8,$$$$,SingleMalt-like,J,J,Scotland,Malt
Ardbeg 10yo,8.88,0.35,30,$$$,SingleMalt-like,J,J,Scotland,Malt
Brora 21yo,8.88,0.42,4,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Ardbeg Grooves,8.87,0.25,18,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 11.1,8.87,0.17,8,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box No Name No. 2,8.87,0.15,7,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 8.1,8.86,0.14,14,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Ardbeg Supernova 2019,8.85,0.24,6,$$$$$+,SingleMalt-like,J,J,Scotland,Malt
Lagavulin 8yo,8.85,0.25,27,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig Cairdeas 2018 Fino,8.85,0.24,11,$$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box Monster 2004,8.84,0.34,3,$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig Cairdeas 2016 Madeira,8.83,0.4,17,$$$$,SingleMalt-like,J,J,Scotland,Malt
Ardbeg Auriverdes,8.82,0.38,20,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 6.3,8.82,0.62,12,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig An Cuan Mor,8.82,0.23,18,$$$$,SingleMalt-like,J,J,Scotland,Malt
Wemyss Malts Kiln Embers,8.82,0.17,4,$$$,SingleMalt-like,J,J,Scotland,Malt
Ardbeg An Oa,8.8,0.26,20,$$$$,SingleMalt-like,J,J,Scotland,Malt
BenRiach 18yo Dunder,8.8,0.28,5,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 10.3,8.8,0.34,5,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Longrow CV,8.8,0.33,18,$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 6.1,8.79,0.3,21,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Ardbeg Kelpie,8.78,0.17,15,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bunnahabhain Ceòbanach,8.78,0.24,17,$$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box Peat Monster 2015 Cask Strength,8.78,0.32,5,$$$$,SingleMalt-like,J,J,Scotland,Malt
Game of Thrones House Lannister Lagavulin 9yo,8.78,0.21,17,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig 10yo,8.78,0.29,29,$$$,SingleMalt-like,J,J,Scotland,Malt
Ardbeg Perpetuum,8.77,0.4,19,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Kilchoman Machir Bay (all vintages),8.77,0.23,30,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig 15yo (200th Anniversary),8.77,0.33,18,$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Port Charlotte Islay Barley Heavily Peated,8.76,0.18,8,$$$$,SingleMalt-like,J,J,Scotland,Malt
Two Brewers Release 12 Peated,8.76,0.48,5,$$$$,SingleMalt-like,J,J,Canada,Malt
Amrut Portpipe Peated Single Cask (all casks),8.75,0.43,16,$$$$,SingleMalt-like,J,J,India,Malt
Bruichladdich Octomore 9.1,8.75,0.34,10,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Longrow Peated,8.75,0.2,20,$$$,SingleMalt-like,J,J,Scotland,Malt
Amrut Portpipe Peated Single Cask #2713 (2013),8.74,0.15,4,$$$$,SingleMalt-like,J,J,India,Malt
Connemara Turf Mor,8.74,0.46,11,$$$$,SingleMalt-like,J,J,Ireland,Malt
Kilchoman 100% Islay (all editions),8.74,0.24,23,$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 10.4,8.73,0.68,6,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box Peat Monster (all editions),8.73,0.25,27,$$$,SingleMalt-like,J,J,Scotland,Malt
Lagavulin 11yo Offerman Edition,8.73,0.27,9,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Big Peat Christmas Edition (all editions),8.72,0.35,15,$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 10.1,8.71,0.31,8,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Octomore 7.4,8.71,0.6,13,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Bunnahabhain Toiteach A Dha,8.71,0.34,9,$$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box Peat Monster 2005,8.71,0.09,4,$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box Peat Monster 2006,8.71,0.01,3,$$$,SingleMalt-like,J,J,Scotland,Malt
Kilchoman Spring 2011 Release,8.71,0.25,8,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig Cairdeas 2017,8.71,0.28,15,$$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box Peat Monster 2012,8.7,0.31,10,$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box Peat Monster 2015,8.69,0.16,5,$$$,SingleMalt-like,J,J,Scotland,Malt
Amrut Portpipe Peated Single Cask #2712 (2016),8.68,0.51,6,$$$$,SingleMalt-like,J,J,India,Malt
Caol Ila Distiller's Edition (all editions),8.68,0.37,18,$$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig Lore,8.68,0.31,22,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Smogen Single Cask 4yo 20/2011,8.68,0.27,3,$$$$$,SingleMalt-like,J,J,Sweden,Malt
Amrut Peated,8.67,0.27,16,$$$$,SingleMalt-like,J,J,India,Malt
Laphroaig Triple Wood,8.67,0.35,24,$$$$,SingleMalt-like,J,J,Scotland,Malt
Ardbeg Drum,8.66,0.43,17,$$$$,SingleMalt-like,J,J,Scotland,Malt
Ileach Peated Islay Cask Strength,8.66,0.4,14,$$$,SingleMalt-like,J,J,Scotland,Malt
Jura Prophecy,8.65,0.31,21,$$$$,SingleMalt-like,J,J,Scotland,Malt
Bunnahabhain Toiteach,8.57,0.39,19,$$$$,SingleMalt-like,J,J,Scotland,Malt
AnCnoc Flaughter,8.55,0.35,11,$$$$,SingleMalt-like,J,J,Scotland,Malt
BenRiach 17yo Septendecim Peated,8.54,0.54,19,$$$$,SingleMalt-like,J,J,Scotland,Malt
Benromach Peat Smoke,8.54,0.33,21,$$$$,SingleMalt-like,J,J,Scotland,Malt
Bruichladdich Port Charlotte The Peat Project,8.51,0.38,7,$$$$,SingleMalt-like,J,J,Scotland,Malt
Kilchoman Winter 2010 Release,8.5,0.15,4,$$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box Peat Monster 2010,8.46,0.86,3,$$$,SingleMalt-like,J,J,Scotland,Malt
Finlaggan Old Reserve,8.43,0.51,16,$$,SingleMalt-like,J,J,Scotland,Malt
Ileach Peated Islay,8.4,0.35,8,$$,SingleMalt-like,J,J,Scotland,Malt
Bunnahabhain Cruach Mhona,8.38,0.4,9,$$$,SingleMalt-like,J,J,Scotland,Malt
Laphroaig QA Cask,8.24,0.55,12,$$$,SingleMalt-like,J,J,Scotland,Malt
Milstone Peated,8.2,0.57,3,$$$,SingleMalt-like,J,J,Netherlands,Malt
Tomintoul Peaty Tang,7.99,0.53,14,$$,SingleMalt-like,J,J,Scotland,Malt
Santis Edition Dreifaltigkeit,7.97,1.34,7,$$$$,SingleMalt-like,J,J,Switzerland,Malt
McClelland's Islay Single Malt,7.79,0.69,9,$$,SingleMalt-like,J,J,Scotland,Malt
Santis Edition Dreifaltigkeit / Cask Strength Peated,7.2,1.76,12,$$$$,SingleMalt-like,J,J,Switzerland,Malt
Santis Cask Strength Peated,6.47,1.89,6,$$$$,SingleMalt-like,J,J,Switzerland,Malt
Bruichladdich Octomore 10 (Fourth Edition),9.03,0.28,3,$$$$$,SingleMalt-like,J,J,Scotland,Malt
Compass Box The General,9.22,0.28,11,$$$$$+,Scotch-like,,,Scotland,Blend
Black Bull 40yo,9.08,0.35,11,$$$$$+,Scotch-like,,,Scotland,Blend
Compass Box Hedonism Quindecimus,8.92,0.39,8,$$$$$,Scotch-like,,,Scotland,Blend
Powers 12yo John's Lane,8.85,0.34,21,$$$$,Scotch-like,,,Ireland,Blend
Compass Box The Circus,8.84,0.29,8,$$$$$,Scotch-like,,,Scotland,Blend
Chivas Regal Ultis,8.79,0.52,8,$$$$$,Scotch-like,,,Scotland,Blend
Yellow Spot 12yo,8.79,0.23,23,$$$$,Scotch-like,,,Ireland,Blend
Compass Box Juveniles,8.78,0.39,3,$$$$$,Scotch-like,,,Scotland,Blend
The Irishman Cask Strength,8.75,0.22,6,$$$$$,Scotch-like,,,Ireland,Blend
Ballantine's 17yo,8.74,0.37,17,$$$$,Scotch-like,,,Scotland,Blend
Writers Tears Pot Still Cask Strength,8.74,0.41,11,$$$$,Scotch-like,,,Ireland,Blend
High West Campfire,8.73,0.29,21,$$$$,Scotch-like,,,USA,Blend
Chivas Regal 25yo,8.68,0.26,9,$$$$$+,Scotch-like,,,Scotland,Blend
Compass Box Hedonism The Muse,8.66,0.63,4,$$$$$+,Scotch-like,,,Scotland,Blend
Jameson 18yo Limited Reserve,8.65,0.26,12,$$$$$,Scotch-like,,,Ireland,Blend
Grant's 18yo,8.64,0.35,6,$$$,Scotch-like,,,Scotland,Blend
Whyte & Mackay 30yo,8.64,0.19,4,$$$$$+,Scotch-like,,,Scotland,Blend
Hankey Bannister Heritage,8.62,0.34,5,$$,Scotch-like,,,Scotland,Blend
Hankey Bannister 21yo Partner's Reserve,8.61,0.42,6,$$$$,Scotch-like,,,Scotland,Blend
Powers 12yo Reserve,8.61,0.23,6,$$$,Scotch-like,,,Ireland,Blend
Black Bull 12yo,8.59,0.32,11,$$$,Scotch-like,,,Scotland,Blend
Buchanan's 18yo Special Reserve Blended,8.59,0.32,7,$$$,Scotch-like,,,Scotland,Blend
Compass Box The Circle,8.59,0.35,3,$$$$$+,Scotch-like,,,Scotland,Blend
Hankey Bannister 12yo Regency,8.58,0.21,7,$$,Scotch-like,,,Scotland,Blend
Johnnie Walker 15yo Green Label,8.54,0.35,26,$$$$,Scotch-like,,,Scotland,Blend
Powers Three Swallow,8.54,0.41,4,$$$,Scotch-like,,,Ireland,Blend
Compass Box Great King St Artist's Blend,8.53,0.36,24,$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Blue Label,8.53,0.48,23,$$$$$,Scotch-like,,,Scotland,Blend
Compass Box Great King St Glasgow Blend,8.51,0.29,20,$$$,Scotch-like,,,Scotland,Blend
Jameson Cooper's Croze Irish Whiskey,8.51,0.32,8,$$$$,Scotch-like,,,Ireland,Blend
Jameson Round Irish Whiskey,8.51,0.41,3,$$$$,Scotch-like,,,Ireland,Blend
Johnnie Walker Explorer’s Club The Gold Route,8.5,0.39,9,$$$$,Scotch-like,,,Scotland,Blend
Ichiro's Malt & Grain World Blended,8.49,0.38,9,$$$$,Scotch-like,,,Japan,Blend
Powers Signature Release,8.49,0.43,9,$$$,Scotch-like,,,Ireland,Blend
Cutty Sark Prohibition,8.48,0.45,17,$$,Scotch-like,,,Scotland,Blend
Famous Grouse Gold Reserve 12yo,8.48,0.29,11,$$,Scotch-like,,,Scotland,Blend
Nikka 12yo Premium Blended,8.48,0.25,7,$$$$$,Scotch-like,,,Japan,Blend
Chivas Royal Salute 21yo,8.47,0.57,10,$$$$$,Scotch-like,,,Scotland,Blend
Grant's 12yo,8.47,0.44,5,$$,Scotch-like,,,Scotland,Blend
Teeling Single Grain (Wine Cask Finish),8.47,0.34,13,$$$,Scotch-like,,,Ireland,Grain
Writers Tears Pot Still Irish Whiskey,8.46,0.28,21,$$,Scotch-like,,,Ireland,Blend
Compass Box Delilah's,8.45,0.3,8,$$$$,Scotch-like,,,Scotland,Blend
Compass Box Hedonism,8.45,0.64,25,$$$$,Scotch-like,,,Scotland,Blend
Jameson Gold Reserve,8.44,0.49,11,$$$$,Scotch-like,,,Ireland,Blend
Jameson Blender's Dog Irish Whiskey,8.43,0.38,6,$$$$,Scotch-like,,,Ireland,Blend
Té Bheag,8.43,0.31,15,$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Platinum Label,8.42,0.4,19,$$$$,Scotch-like,,,Scotland,Blend
Three Ships 10yo,8.42,0.42,10,$$$$,Scotch-like,,,South Africa,Blend
Jameson Select Reserve (Black Barrel),8.39,0.4,20,$$,Scotch-like,,,Ireland,Blend
Johnnie Walker 10yo Rye Cask Finish,8.38,0.44,7,$$$,Scotch-like,,,Scotland,Blend
Nikka Coffey Grain,8.38,0.57,20,$$$$,Scotch-like,,,Japan,Grain
Blandnoch Pure Scot,8.37,0.47,6,$$$,Scotch-like,,,Scotland,Blend
Jameson 12yo Special Reserve,8.37,0.27,12,$$$$,Scotch-like,,,Ireland,Blend
Jameson Signature Reserve,8.36,0.34,5,$$,Scotch-like,,,Ireland,Blend
Johnnie Walker Explorer’s Club The Spice Road,8.36,0.48,10,$$,Scotch-like,,,Scotland,Blend
Kirin 50% Blend (Fuji Gotemba),8.36,0.5,3,$$$$,Scotch-like,,,Japan,Blend
The Irishman Founder’s Reserve,8.36,0.33,9,$$,Scotch-like,,,Ireland,Blend
Compass Box Delilah's XXV,8.35,0.72,6,$$$$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Explorer’s Club The Royal Route,8.35,0.31,9,$$$$$,Scotch-like,,,Scotland,Blend
Buchanan's Master Blended,8.34,0.37,6,$$$,Scotch-like,,,Scotland,Blend
Johnnie Walker Double Black,8.34,0.41,20,$$,Scotch-like,,,Scotland,Blend
Compass Box Affinity,8.3,0.14,3,$$$$$,Scotch-like,,,Scotland,Blend
Bushmills Red Bush,8.29,0.34,8,$$,Scotch-like,,,Ireland,Blend
Johnnie Walker Gold Label Reserve,8.28,0.36,20,$$$$,Scotch-like,,,Scotland,Blend
Suntory Old Whisky,8.28,0.3,8,$$$,Scotch-like,,,Japan,Blend
Glendalough Double Barrel,8.27,0.32,9,$$,Scotch-like,,,Ireland,Grain
Jameson Crested Irish Whiskey,8.26,0.4,5,$$,Scotch-like,,,Ireland,Blend
Jameson Bold Irish Whiskey,8.25,0.42,4,$$$$,Scotch-like,,,Ireland,Blend
Johnnie Walker 12yo Black Label,8.23,0.45,29,$$,Scotch-like,,,Scotland,Blend
Jameson Distiller's Safe Irish Whiskey,8.22,0.57,7,$$$$,Scotch-like,,,Ireland,Blend
Nikka Blended,8.22,0.55,3,$$$,Scotch-like,,,Japan,Blend
Compass Box Asyla,8.21,0.43,15,$$$,Scotch-like,,,Scotland,Blend
Shelter Point Montfort Lot 141 Reserve,8.17,0.45,6,$$$,Scotch-like,,,Canada,Blend
Lohin McKinnon Barley and Rye Lightly Peated,8.16,0.3,5,$$$,Scotch-like,,,Canada,Blend
Nikka Days,8.16,0.46,6,$$$,Scotch-like,,,Japan,Blend
Black Bottle (pre-2013),8.15,0.49,16,$$,Scotch-like,,,Scotland,Blend
Nikka Super Nikka,8.15,0.42,10,$$$,Scotch-like,,,Japan,Blend
The Irishman Original Clan Irish Whiskey,8.15,0.26,4,$$,Scotch-like,,,Ireland,Blend
Chivas Regal 18yo,8.12,0.58,19,$$$$,Scotch-like,,,Scotland,Blend
Bain's Cape Mountain Whisky,8.11,0.49,10,$$,Scotch-like,,,South Africa,Grain
Kilbeggan 8yo Single Grain (Greenore),8.11,0.41,12,$$,Scotch-like,,,Ireland,Grain
Bank Note 5yo Blended Scotch,8.1,0.66,5,$,Scotch-like,,,Scotland,Blend
Powers Gold Label,8.09,0.44,14,$$,Scotch-like,,,Ireland,Blend
Teeling Poitin,8.09,0.27,5,$$,Scotch-like,,,Ireland,Blend
Chivas Regal Mizunara,8.08,0.59,8,$$$,Scotch-like,,,Scotland,Blend
Famous Jubilee,8.07,0.21,3,$$,Scotch-like,,,Scotland,Blend
Suntory The Chita Single Grain,8.07,0.44,10,$$$,Scotch-like,,,Japan,Blend
Buchanan's Red Seal Blended,8.06,1.19,5,$$$$$,Scotch-like,,,Scotland,Blend
Tullamore Dew Special Reserve 12yo,8.06,0.32,10,$$$,Scotch-like,,,Ireland,Blend
Cutty Sark Storm,8.05,0.44,8,$,Scotch-like,,,Scotland,Blend
Whyte & Mackay 13yo,8.05,0.57,5,$$$$,Scotch-like,,,Scotland,Blend
Buchanan's 12yo Deluxe Blended,8.04,0.35,10,$$,Scotch-like,,,Scotland,Blend
Jameson Caskmates Stout Edition,8.04,0.61,12,$$,Scotch-like,,,Ireland,Blend
Three Ships 5yo,8.03,0.53,9,$,Scotch-like,,,South Africa,Blend
Yamazakura 16yo Blended Whisky,7.99,0.68,3,$$$$$,Scotch-like,,,Japan,Blend
Black Bottle (after 2013 re-launch),7.98,0.53,17,$$,Scotch-like,,,Scotland,Blend
Catto's Rare Old,7.98,0.69,5,$,Scotch-like,,,Scotland,Blend
Kakubin Yellow Label (Suntory Whisky),7.98,0.85,5,$$,Scotch-like,,,Japan,Blend
Grant's Blended Sherry Cask,7.97,0.18,6,$,Scotch-like,,,Scotland,Blend
Suntory Toki,7.97,0.67,18,$$$,Scotch-like,,,Japan,Blend
Catto's 12yo,7.96,0.15,5,$$,Scotch-like,,,Scotland,Blend
Famous Grouse Smoky Black (Black Grouse),7.95,0.48,21,$$,Scotch-like,,,Scotland,Blend
West Cork Original Bourbon Cask,7.91,0.62,7,$$,Scotch-like,,,Ireland,Blend
Islay Mist 8yo,7.87,0.48,9,$,Scotch-like,,,Scotland,Blend
Grand Macnish,7.85,0.45,8,$,Scotch-like,,,Scotland,Blend
Hankey Bannister Original,7.85,0.33,6,$,Scotch-like,,,Scotland,Blend
Dewar's 12yo,7.84,0.49,16,$$,Scotch-like,,,Scotland,Blend
Teacher's Highland Cream,7.83,0.77,12,$,Scotch-like,,,Scotland,Blend
Highland Queen,7.81,0.57,3,$,Scotch-like,,,Scotland,Blend
Jameson Lively Irish Whiskey,7.81,0.52,3,$$$$,Scotch-like,,,Ireland,Blend
Jameson Irish Whiskey,7.8,0.46,24,$$,Scotch-like,,,Ireland,Blend
Johnnie Walker Explorer’s Club The Adventurer,7.79,0.09,3,$$,Scotch-like,,,Scotland,Blend
Tullamore Dew Original Blended,7.79,0.39,23,$$,Scotch-like,,,Ireland,Blend
2 Gingers Irish Whiskey,7.76,0.54,4,$$,Scotch-like,,,Ireland,Blend
John Barr Reserve (Black Label),7.75,0.49,7,$,Scotch-like,,,Scotland,Blend
Grant's Family Reserve Blended,7.71,0.65,16,$,Scotch-like,,,Scotland,Blend
Chivas Regal 12yo,7.69,0.47,26,$$,Scotch-like,,,Scotland,Blend
Bushmills Original Blended,7.67,0.46,19,$$,Scotch-like,,,Ireland,Blend
The Quiet Man Traditional Irish Whiskey,7.63,1.03,9,$$,Scotch-like,,,Ireland,Blend
Whyte & Mackay Special Blended,7.63,0.38,7,$,Scotch-like,,,Scotland,Blend
Cutty Sark,7.59,0.52,17,$,Scotch-like,,,Scotland,Blend
Ballantine's Finest,7.57,0.62,12,$,Scotch-like,,,Scotland,Blend
Famous Grouse,7.56,0.61,22,$,Scotch-like,,,Scotland,Blend
Bell's Original Scotch Whisky,7.55,0.66,9,$,Scotch-like,,,Scotland,Blend
Compass Box Orangerie,7.54,1.13,10,$$,Scotch-like,,,Scotland,Blend
Mackmyra Vit Hund,7.52,0.66,3,$$$,Scotch-like,,,Sweden,Malt
Johnnie Walker White Walker (Game of Thrones),7.48,0.73,13,$$,Scotch-like,,,Scotland,Blend
White Oak Akashi Blended,7.42,0.79,12,$$$,Scotch-like,,,Japan,Blend
